NumberWithDash,EPM_ProductionControlItemID,EPM_MainMark,EPM_InstanceNumber,Assembly_MainPieceProductionCode,Assembly_MainPartLengthFt,Assembly_WeightEachLbs,Assembly_SurfaceAreaEachSqFt,Assembly_MainPartShape,Assembly_MainPartDimension,Assembly_MainPartFinishDescr,Assembly_TotalQuantityInJob,Assembly_NumSmallParts,EPM_AdjustedStationName,TimeInSeconds_ThisWorkSegment,Assembly_EstTotalHours_ThisLaborGroup
23-137,770761,B856,1,BEAM,11.32,400.609,56.12,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,17,Fab/Layout,583,6.42704
23-137,770761,B856,1,BEAM,11.32,400.609,56.12,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,17,Weld,1634,3.7934200000000002
23-137,770765,B858,1,BEAM,26.07,573.604,101.99,W,14 x 22,"D - Steel, Paint All",8,1,Fab/Layout,310,0.0
23-137,770765,B858,6,BEAM,26.07,573.604,101.99,W,14 x 22,"D - Steel, Paint All",8,1,Fab/Layout,479,0.0
23-137,770765,B858,7,BEAM,26.07,573.604,101.99,W,14 x 22,"D - Steel, Paint All",8,1,Fab/Layout,310,0.0
23-137,770769,B861,1,BEAM,19.31,424.76,75.52,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",2,1,Fab/Layout,884,0.0
23-137,770770,B862,1,BEAM,15.03,552.549,77.42,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Fab/Layout,241,1.24578
23-137,770770,B862,1,BEAM,15.03,552.549,77.42,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Weld,80,0.0
23-137,770773,B863,1,BEAM,14.67,341.0,60.63,W,14 x 22,"D - Steel, Paint All",1,4,Fab/Layout,2574,3.44766
23-137,770773,B863,1,BEAM,14.67,341.0,60.63,W,14 x 22,"D - Steel, Paint All",1,4,Material Handling,7,1.44344
23-137,770773,B863,1,BEAM,14.67,341.0,60.63,W,14 x 22,"D - Steel, Paint All",1,4,Weld,4404,0.19966
23-137,770774,B864,1,BEAM,11.32,404.916,56.75,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Fab/Layout,2393,0.82813
23-137,770774,B864,1,BEAM,11.32,404.916,56.75,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Material Handling,5,0.5273800000000001
23-137,770774,B864,1,BEAM,11.32,404.916,56.75,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Weld,829,0.22326
23-137,770778,B867,1,BEAM,25.36,577.615,102.7,W,14 x 22,"D - Steel, Paint All",1,3,Fab/Layout,1611,7.39869
23-137,770778,B867,1,BEAM,25.36,577.615,102.7,W,14 x 22,"D - Steel, Paint All",1,3,Material Handling,12,1.21346
23-137,770778,B867,1,BEAM,25.36,577.615,102.7,W,14 x 22,"D - Steel, Paint All",1,3,Weld,3268,0.49553
23-137,770782,B869,1,BEAM,18.54,418.0,74.32,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,168,0.0
23-137,770789,B875,1,BEAM,11.2,254.719,45.29,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,161,0.0
23-137,770789,B875,1,BEAM,11.2,254.719,45.29,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Material Handling,3,0.44078
23-137,770790,B876,1,BEAM,11.8,259.646,46.17,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Fab/Layout,767,0.0
23-137,770790,B876,1,BEAM,11.8,259.646,46.17,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Material Handling,24,0.45097999999999994
23-137,770790,B876,2,BEAM,11.8,259.646,46.17,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Fab/Layout,8,0.0
23-137,770790,B876,2,BEAM,11.8,259.646,46.17,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Material Handling,4,0.45097999999999994
23-137,770790,B876,3,BEAM,11.8,259.646,46.17,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Fab/Layout,644,0.0
23-137,770790,B876,3,BEAM,11.8,259.646,46.17,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Material Handling,3,0.45097999999999994
23-137,770795,B879,1,BEAM,15.8,347.646,61.81,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Fab/Layout,330,0.0
23-137,770795,B879,1,BEAM,15.8,347.646,61.81,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Material Handling,4,0.5190899999999999
23-137,770795,B879,2,BEAM,15.8,347.646,61.81,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Fab/Layout,1113,0.0
23-137,770795,B879,2,BEAM,15.8,347.646,61.81,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Material Handling,3,0.5190899999999999
23-137,770798,B884,1,BEAM,21.3,468.646,83.33,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",1,4,Weld,69,0.0
23-137,770802,B886,1,BEAM,25.67,946.254,132.57,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,6,Fab/Layout,3594,0.0
23-137,770836,B899,1,BEAM,30.64,796.521,135.05,W,16 x 26,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Material Handling,23,0.7778200000000001
23-137,770836,B899,3,BEAM,30.64,796.521,135.05,W,16 x 26,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Beam Cambering,9,0.5
23-137,770836,B899,3,BEAM,30.64,796.521,135.05,W,16 x 26,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Material Handling,6,0.7778200000000001
23-137,770837,B901,1,BEAM,29.91,777.698,131.86,W,16 x 26,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Fab/Layout,4596,3.14586
23-137,770837,B901,1,BEAM,29.91,777.698,131.86,W,16 x 26,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Material Handling,3,0.8726399999999999
23-137,770837,B901,1,BEAM,29.91,777.698,131.86,W,16 x 26,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Weld,2137,0.28796
23-137,770838,B902,1,BEAM,33.64,1177.24,164.81,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Fab/Layout,12,0.0
23-137,770838,B902,1,BEAM,33.64,1177.24,164.81,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Weld,23,0.1628
23-137,770840,B904,3,BEAM,33.63,1176.875,164.76,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Beam Cambering,247,0.5
23-137,770840,B904,3,BEAM,33.63,1176.875,164.76,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",3,1,Fab/Layout,31,0.0
23-137,770841,B905,1,BEAM,32.74,1440.771,182.01,W,21 x 44,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,271,0.0
23-137,770842,B906,1,BEAM,33.64,1181.729,165.47,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,2,Fab/Layout,1695,1.22191
23-137,770842,B906,1,BEAM,33.64,1181.729,165.47,W,18 x 35,"B - Steel, No Paint Wide Flange Beam Tops",1,2,Weld,553,0.11163
23-137,770844,B907,1,BEAM,7.55,170.5,30.32,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",1,2,Fab/Layout,805,0.86923
23-137,770844,B907,1,BEAM,7.55,170.5,30.32,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",1,2,Weld,533,0.07674
23-137,770845,B908,1,BEAM,23.5,1039.743,131.46,W,21 x 44,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Fab/Layout,584,1.32034
23-137,770845,B908,1,BEAM,23.5,1039.743,131.46,W,21 x 44,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Material Handling,53,0.7577200000000001
23-137,770845,B908,1,BEAM,23.5,1039.743,131.46,W,21 x 44,"B - Steel, No Paint Wide Flange Beam Tops",1,3,Weld,551,0.26047
23-137,770847,B909,1,BEAM,5.69,135.323,24.06,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,223,0.0
23-137,770848,B911,1,BEAM,6.8,154.0,27.38,W,14 x 22,"B - Steel, No Paint Wide Flange Beam Tops",1,1,Fab/Layout,204,0.0
23-137,771177,C209,1,COLUMN,29.08,1551.202,159.64,W,12 x 53,"D - Steel, Paint All",1,23,Material Handling,3,2.0639
23-137,771179,C211,1,COLUMN,31.06,1657.202,170.22,W,12 x 53,"D - Steel, Paint All",1,21,Fab/Layout,48382,50.37768
23-137,771179,C211,1,COLUMN,31.06,1657.202,170.22,W,12 x 53,"D - Steel, Paint All",1,21,Material Handling,2,2.28018
23-137,771179,C211,1,COLUMN,31.06,1657.202,170.22,W,12 x 53,"D - Steel, Paint All",1,21,Peddi Assembler,2190,8.396279999999999
23-137,771179,C211,1,COLUMN,31.06,1657.202,170.22,W,12 x 53,"D - Steel, Paint All",1,21,Weld,8059,19.02084
23-137,771189,C215,1,COLUMN,29.07,1550.097,159.53,W,12 x 53,"D - Steel, Paint All",1,13,Fab/Layout,7262,25.441159999999996
23-137,771189,C215,1,COLUMN,29.07,1550.097,159.53,W,12 x 53,"D - Steel, Paint All",1,13,Material Handling,10,3.185499999999999
23-137,771189,C215,1,COLUMN,29.07,1550.097,159.53,W,12 x 53,"D - Steel, Paint All",1,13,Peddi Assembler,6643,6.360289999999999
23-137,771264,C241,1,COLUMN,12.98,249.078,21.94,HSS,5 x 5 x 0.313,"D - Steel, Paint All",1,4,Fab/Layout,332,2.14454
23-137,771264,C241,1,COLUMN,12.98,249.078,21.94,HSS,5 x 5 x 0.313,"D - Steel, Paint All",1,4,Material Handling,4,1.1606
23-137,771264,C241,1,COLUMN,12.98,249.078,21.94,HSS,5 x 5 x 0.313,"D - Steel, Paint All",1,4,Weld,2002,0.36615000000000003
23-137,771268,C243,1,COLUMN,14.02,280.878,24.72,HSS,5 x 5 x 0.313,"D - Steel, Paint All",1,4,Fab/Layout,1682,2.17926
23-137,771268,C243,1,COLUMN,14.02,280.878,24.72,HSS,5 x 5 x 0.313,"D - Steel, Paint All",1,4,Material Handling,3,0.59789
23-137,771268,C243,1,COLUMN,14.02,280.878,24.72,HSS,5 x 5 x 0.313,"D - Steel, Paint All",1,4,Weld,4199,0.7865599999999999
23-137,771270,C341,1,COLUMN,13.31,262.091,23.44,HSS,5 x 5 x 0.313,"D - Steel, Paint All",1,4,Fab/Layout,839,2.15564
23-137,771270,C341,1,COLUMN,13.31,262.091,23.44,HSS,5 x 5 x 0.313,"D - Steel, Paint All",1,4,Material Handling,9,1.75776
23-137,771270,C341,1,COLUMN,13.31,262.091,23.44,HSS,5 x 5 x 0.313,"D - Steel, Paint All",1,4,Weld,947,0.7323000000000001
23-137,771432,C313,1,COLUMN,29.08,1592.706,165.18,W,12 x 53,"D - Steel, Paint All",1,23,Fab/Layout,3079,20.009399999999996
23-137,771432,C313,1,COLUMN,29.08,1592.706,165.18,W,12 x 53,"D - Steel, Paint All",1,23,Material Handling,5,4.126180000000001
23-137,771432,C313,1,COLUMN,29.08,1592.706,165.18,W,12 x 53,"D - Steel, Paint All",1,23,Peddi Assembler,2192,10.004699999999998
23-137,771432,C313,1,COLUMN,29.08,1592.706,165.18,W,12 x 53,"D - Steel, Paint All",1,23,Weld,25877,16.8604
23-137,771470,P103,45,PLATE WASHER,0.17,0.087,0.06,PL,1/4 x 2,"D - Steel, Paint All",131,1,Material Handling,21,0.004
23-137,771470,P103,76,PLATE WASHER,0.17,0.087,0.06,PL,1/4 x 2,"D - Steel, Paint All",131,1,Fab/Layout,16,0.0
23-137,771470,P103,77,PLATE WASHER,0.17,0.087,0.06,PL,1/4 x 2,"D - Steel, Paint All",131,1,Fab/Layout,2,0.0
23-137,771470,P103,78,PLATE WASHER,0.17,0.087,0.06,PL,1/4 x 2,"D - Steel, Paint All",131,1,Fab/Layout,2,0.0
23-137,771470,P103,79,PLATE WASHER,0.17,0.087,0.06,PL,1/4 x 2,"D - Steel, Paint All",131,1,Fab/Layout,2,0.0
23-137,771470,P103,80,PLATE WASHER,0.17,0.087,0.06,PL,1/4 x 2,"D - Steel, Paint All",131,1,Fab/Layout,2,0.0
23-137,771470,P103,81,PLATE WASHER,0.17,0.087,0.06,PL,1/4 x 2,"D - Steel, Paint All",131,1,Fab/Layout,2,0.0
23-137,771470,P103,82,PLATE WASHER,0.17,0.087,0.06,PL,1/4 x 2,"D - Steel, Paint All",131,1,Fab/Layout,1,0.0
23-137,771470,P103,83,PLATE WASHER,0.17,0.087,0.06,PL,1/4 x 2,"D - Steel, Paint All",131,1,Fab/Layout,1,0.0
23-137,771470,P103,84,PLATE WASHER,0.17,0.087,0.06,PL,1/4 x 2,"D - Steel, Paint All",131,1,Fab/Layout,2,0.0
23-137,771480,P142,13,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,4,0.09534999999999999
23-137,771480,P142,14,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,3,0.09534999999999999
23-137,771480,P142,15,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,56,0.19069999999999998
23-137,771480,P142,16,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,33,0.09534999999999999
23-137,771480,P142,17,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,3,0.09534999999999999
23-137,771480,P142,18,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,4,0.09534999999999999
23-137,771480,P142,19,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,5,0.09534999999999999
23-137,771480,P142,20,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,5,0.09534999999999999
23-137,771480,P142,21,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,6,0.09534999999999999
23-137,771480,P142,22,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,3,0.09534999999999999
23-137,771480,P142,23,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,3,0.09534999999999999
23-137,771480,P142,24,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,2,0.09534999999999999
23-137,771480,P142,25,PLATE,5.0,256.812,34.27,PL,3/8 x 20 1/8,"D - Steel, Paint All",25,1,Material Handling,2,0.09534999999999999
23-137,771487,P153,1,BENT PLATE,17.63,170.771,34.26,PL,1/4 x 11,"D - Steel, Paint All",1,1,Fab/Layout,94,0.0
23-137,771497,P166,1,BENT PLATE,14.53,136.656,27.42,PL,1/4 x 11,"D - Steel, Paint All",1,1,Fab/Layout,56,0.0
23-137,771498,P418,1,BENT PLATE,12.17,113.848,22.85,PL,1/4 x 11,"D - Steel, Paint All",1,1,Fab/Layout,48,0.0
23-137,771500,P169,1,BENT PLATE,13.14,128.663,25.82,PL,1/4 x 11,"D - Steel, Paint All",1,1,Fab/Layout,53,0.0
23-137,771502,P171,1,BENT PLATE,17.67,165.313,33.16,PL,1/4 x 11,"D - Steel, Paint All",1,1,Fab/Layout,45,0.0
23-137,771510,P179,1,BENT PLATE,19.17,175.645,35.23,PL,1/4 x 11,"D - Steel, Paint All",1,1,Fab/Layout,105,0.0
23-137,771511,P180,1,BENT PLATE,16.83,157.515,31.6,PL,1/4 x 11,"D - Steel, Paint All",1,1,Fab/Layout,106,0.0
23-137,771518,P187,3,BENT PLATE,3.0,34.452,6.92,PL,1/4 x 13 1/2    §,"B - Steel, No Paint Wide Flange Beam Tops",4,1,Fab/Layout,127,0.0
23-137,771522,P196,1,BENT PLATE,3.0,34.452,6.92,PL,1/4 x 13 1/2    §,"B - Steel, No Paint Wide Flange Beam Tops",2,1,Fab/Layout,50,0.0
23-137,771552,P233,58,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",66,1,Fab/Layout,1,0.0
23-137,771552,P233,59,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",66,1,Fab/Layout,1,0.0
23-137,771552,P233,60,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",66,1,Fab/Layout,2,0.0
23-137,771552,P233,61,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",66,1,Fab/Layout,1,0.0
23-137,771552,P233,62,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",66,1,Fab/Layout,1,0.0
23-137,771552,P233,63,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",66,1,Fab/Layout,1,0.0
23-137,771552,P233,64,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",66,1,Fab/Layout,2,0.0
23-137,771552,P233,65,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",66,1,Fab/Layout,1,0.0
23-137,771552,P233,66,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",66,1,Fab/Layout,1,0.0
23-137,771553,P234,58,PLATE WASHER,0.17,0.284,0.07,FB,1/4 x 2,"D - Steel, Paint All",62,1,Fab/Layout,0,0.0
23-137,771553,P234,59,PLATE WASHER,0.17,0.284,0.07,FB,1/4 x 2,"D - Steel, Paint All",62,1,Fab/Layout,4,0.0
23-137,771553,P234,60,PLATE WASHER,0.17,0.284,0.07,FB,1/4 x 2,"D - Steel, Paint All",62,1,Fab/Layout,3,0.0
23-137,771553,P234,61,PLATE WASHER,0.17,0.284,0.07,FB,1/4 x 2,"D - Steel, Paint All",62,1,Fab/Layout,4,0.0
23-137,771553,P234,62,PLATE WASHER,0.17,0.284,0.07,FB,1/4 x 2,"D - Steel, Paint All",62,1,Fab/Layout,2,0.0
23-137,771572,P266,1,PLATE WASHER,0.17,0.284,0.07,FB,1/4 x 2,"D - Steel, Paint All",170,1,Fab/Layout,6,0.0
23-137,771572,P266,2,PLATE WASHER,0.17,0.284,0.07,FB,1/4 x 2,"D - Steel, Paint All",170,1,Fab/Layout,6,0.0
23-137,771572,P266,3,PLATE WASHER,0.17,0.284,0.07,FB,1/4 x 2,"D - Steel, Paint All",170,1,Fab/Layout,5,0.0
23-137,771572,P266,4,PLATE WASHER,0.17,0.284,0.07,FB,1/4 x 2,"D - Steel, Paint All",170,1,Fab/Layout,6,0.0
23-137,771573,P268,1,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",62,1,Fab/Layout,5,0.0
23-137,771573,P268,2,PLATE WASHER,0.17,0.087,0.06,FB,1/4 x 2,"D - Steel, Paint All",62,1,Fab/Layout,5,0.0
23-137,771669,T177,1,TUBE STEEL,17.75,594.365,34.84,HSS,5 x 5 x 0.5,"D - Steel, Paint All",1,3,Fab/Layout,538,0.84883
23-137,771669,T177,1,TUBE STEEL,17.75,594.365,34.84,HSS,5 x 5 x 0.5,"D - Steel, Paint All",1,3,Material Handling,4,0.62112
23-137,771669,T177,1,TUBE STEEL,17.75,594.365,34.84,HSS,5 x 5 x 0.5,"D - Steel, Paint All",1,3,Weld,841,0.21239999999999998
23-137,771670,T178,1,TUBE STEEL,16.94,429.457,32.0,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,3,Fab/Layout,1196,1.67074
23-137,771670,T178,1,TUBE STEEL,16.94,429.457,32.0,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,3,Weld,152,0.21239999999999998
23-137,771671,T179,1,TUBE STEEL,17.11,442.39,32.96,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Fab/Layout,7,0.0
23-137,771672,T180,1,TUBE STEEL,17.51,451.478,33.64,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Fab/Layout,11,0.0
23-137,771672,T180,1,TUBE STEEL,17.51,451.478,33.64,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Material Handling,3,0.54846
23-137,771673,T181,1,TUBE STEEL,17.46,682.224,38.72,HSS,6 x 6 x 0.5,"D - Steel, Paint All",1,1,Fab/Layout,425,0.0
23-137,771673,T181,1,TUBE STEEL,17.46,682.224,38.72,HSS,6 x 6 x 0.5,"D - Steel, Paint All",1,1,Material Handling,5,0.55899
23-137,771674,T182,1,TUBE STEEL,18.22,767.204,43.54,HSS,6 x 6 x 0.5,"D - Steel, Paint All",2,1,Fab/Layout,61,0.0
23-137,771674,T182,1,TUBE STEEL,18.22,767.204,43.54,HSS,6 x 6 x 0.5,"D - Steel, Paint All",2,1,Material Handling,8,0.5722750000000001
23-137,771674,T182,2,TUBE STEEL,18.22,767.204,43.54,HSS,6 x 6 x 0.5,"D - Steel, Paint All",2,1,Fab/Layout,133,0.0
23-137,771674,T182,2,TUBE STEEL,18.22,767.204,43.54,HSS,6 x 6 x 0.5,"D - Steel, Paint All",2,1,Material Handling,3,0.5722750000000001
23-137,771675,T298,1,TUBE STEEL,14.71,479.198,34.32,HSS,9 x 5 x 0.375,"D - Steel, Paint All",1,1,Fab/Layout,128,0.0
23-137,771675,T298,1,TUBE STEEL,14.71,479.198,34.32,HSS,9 x 5 x 0.375,"D - Steel, Paint All",1,1,Material Handling,26,2.03304
23-137,771676,T184,1,TUBE STEEL,17.92,700.212,39.74,HSS,6 x 6 x 0.5,"D - Steel, Paint All",1,1,Fab/Layout,150,0.0
23-137,771676,T184,1,TUBE STEEL,17.92,700.212,39.74,HSS,6 x 6 x 0.5,"D - Steel, Paint All",1,1,Material Handling,3,0.567
23-137,771677,T185,1,TUBE STEEL,14.31,342.075,25.49,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Fab/Layout,5,0.0
23-137,771677,T185,1,TUBE STEEL,14.31,342.075,25.49,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Material Handling,5,0.9879399999999999
23-137,771678,T186,1,TUBE STEEL,13.61,378.775,28.22,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Fab/Layout,8,0.0
23-137,771678,T186,1,TUBE STEEL,13.61,378.775,28.22,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Material Handling,5,0.48206
23-137,771679,T299,1,TUBE STEEL,12.71,414.038,29.65,HSS,9 x 5 x 0.375,"D - Steel, Paint All",1,1,Fab/Layout,101,0.0
23-137,771680,T188,1,TUBE STEEL,14.13,338.113,25.19,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,3,Fab/Layout,2267,1.7935600000000003
23-137,771680,T188,1,TUBE STEEL,14.13,338.113,25.19,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,3,Material Handling,5,1.10888
23-137,771680,T188,1,TUBE STEEL,14.13,338.113,25.19,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,3,Weld,37,0.15584
23-137,771681,T189,1,TUBE STEEL,14.21,386.232,28.78,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Fab/Layout,42,0.0
23-137,771681,T189,1,TUBE STEEL,14.21,386.232,28.78,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Material Handling,3,0.49229
23-137,771686,T194,1,TUBE STEEL,12.76,302.927,22.57,HSS,5 x 5 x 0.375,"D - Steel, Paint All",2,1,Fab/Layout,906,0.0
23-137,771689,T197,1,TUBE STEEL,17.23,454.973,33.9,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Fab/Layout,1180,0.0
23-137,771737,T246,1,TUBE STEEL,39.77,4601.208,194.57,HSS,20 x 8 x 0.625,"D - Steel, Paint All",1,17,Fab/Layout,6233,13.37334
23-137,771737,T246,1,TUBE STEEL,39.77,4601.208,194.57,HSS,20 x 8 x 0.625,"D - Steel, Paint All",1,17,Material Handling,4,2.5916399999999995
23-137,771737,T246,1,TUBE STEEL,39.77,4601.208,194.57,HSS,20 x 8 x 0.625,"D - Steel, Paint All",1,17,Weld,15296,21.19344
23-137,771755,T264,1,TUBE STEEL,17.75,559.42,32.8,HSS,5 x 5 x 0.5,"D - Steel, Paint All",1,1,Fab/Layout,1452,0.0
23-137,771755,T264,1,TUBE STEEL,17.75,559.42,32.8,HSS,5 x 5 x 0.5,"D - Steel, Paint All",1,1,Material Handling,4,0.55792
23-137,771756,T265,1,TUBE STEEL,16.94,405.922,30.24,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Fab/Layout,6,0.0
23-137,771756,T265,1,TUBE STEEL,16.94,405.922,30.24,HSS,5 x 5 x 0.375,"D - Steel, Paint All",1,1,Material Handling,4,0.53877
23-137,771813,SP201,769,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,1,0.0
23-137,771813,SP201,770,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,771,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,772,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,773,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,774,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,775,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,776,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,777,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,778,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,779,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,1,0.0
23-137,771813,SP201,780,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,781,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,782,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,783,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,784,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,785,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,786,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
23-137,771813,SP201,787,SHIM STACK,0.25,1.276,0.17,PL,1/2 x 3,N - No Paint,2096,1,Fab/Layout,0,0.0
